Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits
What Kisses Mean,MrJDN,24421471,28 May 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,"9,620",1,3,98,15,2171
The Mating Sickness,AnnettePoudre,24421477,27 Jun 2020,Mature,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"68,773",23,71,341,82,9012
Don't Imagine,lupinseclipse,24421777,24 Jun 2020,Not Rated,"M/M, F/M",Major Character Death,Complete Work,English,"6,528",3,2,28,3,631
Cut It Deeper,AnnaPrinsloo,24421792,29 Mar 2021,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"12,950",12,46,234,50,10600
Czerwone Trampki,agispa,24421894,17 Oct 2020,Teen And Up Audiences,F/F,Choose Not To Use Archive Warnings,Work in Progress,Polski,"13,051",16,0,1,0,46
Fit Together [Art],MaesterChill,24421966,05 Jun 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,0,1,18,142,6,1573
Me Hawwy,AnnaPrinsloo,24422002,29 Mar 2021,Not Rated,"F/F, F/M, M/M","Choose Not To Use Archive Warnings, Rape/Non-Con, Underage",Complete Work,English,"8,868",10,10,94,14,5428
The Charade,Seamus_Fanigan,24422020,28 May 2020,Mature,F/F,No Archive Warnings Apply,Complete Work,English,"5,996",1,12,173,13,2567
Dinner & Diatribes,DiosMalo,24422026,05 Jul 2020,Mature,M/M,Rape/Non-Con,Complete Work,Русский,"34,111",30,0,9,0,429
TAKEN,AnnaPrinsloo,24422248,10 Mar 2021,Not Rated,"M/M, Multi",Choose Not To Use Archive Warnings,Complete Work,English,"6,288",10,4,96,24,4495
Don't Dream it's Over,LinkinPhoenix,24422476,28 May 2020,Mature,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"4,605",1,2,80,16,1592
Love Doodles,Emanning13,24422479,28 May 2020,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,English,436,1,0,65,3,712
Just Fine (Without Me),convenience,24422959,28 May 2020,Not Rated,F/M,No Archive Warnings Apply,Complete Work,English,"2,690",1,3,29,3,447
Kingdom Of One,mxstyassasxin,24423199,28 May 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,025",1,0,14,1,218
A Magical Unexpected Reunion,Accioscorp,24423328,28 May 2020,General Audiences,Other,No Archive Warnings Apply,Complete Work,English,"2,697",1,13,23,2,193
Harry Potter and the Dreaded Handkerchief,countingcr0ws,24423394,16 Jun 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"14,250",11,69,701,130,11411
Journey into the Wizarding World,TFALokiwriter,24423520,22 Jun 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"33,454",7,0,5,1,269
Nightfall,iamhighondumbbitchjuice,24423667,19 Jul 2020,General Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,"16,924",6,28,52,7,606
The Truth Hurts,LoloLolly,24423670,28 May 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"4,582",1,2,14,0,105
Alive and Unwell,littl_prince,24423703,16 Nov 2020,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,"59,378",22,79,216,54,6996
The One with the Photograph,The_Clockwork_Monk,24423739,01 May 2021,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"11,292",4,24,352,69,5481
The Magic in the Stars,Bloothepirate,24423811,28 May 2020,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,649,1,1,0,0,75
Do You Feel It Too?,great_charlamagne,24424483,18 Jul 2020,Not Rated,F/F,Choose Not To Use Archive Warnings,Work in Progress,English,"9,173",5,33,338,40,4144
Bad luck turns out to be good luck,Corina (CorinaLannister),24424528,28 May 2020,Mature,M/M,No Archive Warnings Apply,Complete Work,English,"1,357",1,6,23,3,486
[Podfic:] Our Pleasure,smirkingcat,24424600,28 May 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,28,1,0,4,0,335
"[Podfic:] Shall we decend once more, my Hades",smirkingcat,24424783,01 Nov 2018,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,178,1,0,3,1,299
Through the Veil,jamesgatsby,24424786,28 May 2020,Teen And Up Audiences,"F/M, M/M",Major Character Death,Work in Progress,English,"1,556",2,0,1,0,27
Folly,Antosha,24424870,28 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"10,585",3,0,31,1,809
[Podfic:] Only One Word,smirkingcat,24424954,31 Oct 2018,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,176,1,0,7,2,1088
Hugo Weasley and the Least Liked Malfoy,TheFlamingo013,24425530,28 May 2020,Not Rated,"F/M, M/M, Multi",No Archive Warnings Apply,Complete Work,English,"4,390",1,0,2,0,114
No Coffee,obviousPlant,24425581,18 Oct 2021,Mature,F/M,No Archive Warnings Apply,Work in Progress,English,"11,918",7,46,201,40,4023
In Another Universe,rosequartzstars,24425818,09 Sep 2020,Teen And Up Audiences,"F/M, Gen, M/M, Multi",Rape/Non-Con,Complete Work,English,"164,203",57,245,184,29,7492
Puzzle Pieces,wickersnap,24425824,28 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"2,740",1,22,270,38,2016
Train Station,barnettdidit,24425965,28 May 2020,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"4,378",1,12,88,10,1943
Фиделиус,synant,24426103,31 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,"1,197",1,2,3,0,33
Absence,bratchet,24426439,28 May 2020,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"2,794",1,0,85,10,2002
work husbands,Mathilda_Selem,24426619,24 Jul 2020,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"4,374",2,10,163,13,1846
Feet-uring Albus and James,matters17793,24426658,13 Nov 2020,Explicit,M/M,Rape/Non-Con,Complete Work,English,"4,607",6,6,36,2,3650
Daffodils and Roses,Cissy_Toujours_Pur666,24426877,01 Jun 2020,Teen And Up Audiences,F/F,Choose Not To Use Archive Warnings,Complete Work,English,"4,838",3,2,130,10,2094
The Gender Eaters,toutcequonveut,24426904,28 May 2020,Teen And Up Audiences,Gen,Graphic Depictions Of Violence,Complete Work,English,"1,500",1,10,40,2,187
Unforgivable,aebbe,24426997,14 Jan 2022,Teen And Up Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"129,544",24,69,54,8,2361
The Dragon Does Zoe Nightshade,megamatt09,24427024,29 May 2020,Explicit,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"2,310",1,1,35,19,9431
Всегда,jsMirage,24427078,28 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,Русский,793,1,4,10,0,107
Devil in a New Dress,fabel,24427081,28 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"4,827",1,16,233,44,6341
Эти глаза,jsMirage,24427102,28 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,Русский,"2,883",1,2,13,0,156
The quality of mercy,orphan_account,24427111,28 May 2020,Teen And Up Audiences,"F/M, M/M",Choose Not To Use Archive Warnings,Work in Progress,English,"4,456",1,23,71,18,628
Killing me softly (with his song),TheTimeTravellingHufflepuff,24427297,28 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,276",1,0,2,0,35
Heavy,brokenbottleaurora,24427528,28 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,112",1,1,4,0,151
Movie Night,damonsgirl23,24427657,28 May 2020,General Audiences,F/F,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,341,1,0,2,1,41
No Regrets,GoringWriting,24427885,28 May 2020,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"4,795",1,2,150,23,1428
The Dreamscape Agreement,Mavrick,24427939,28 May 2020,Teen And Up Audiences,"Gen, M/M",Graphic Depictions Of Violence,Work in Progress,English,990,1,7,41,9,290
Daddy Issues,cocoartist,24428161,28 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"6,662",1,19,403,72,4631
Cambios,JennVilla,24428203,13 Jun 2020,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,Español,"17,167",7,13,33,2,485
The Devil's Courtship,ColieLox,24428263,14 Aug 2020,Mature,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"19,032",5,4,23,5,549
Hufflepuff Common Room and Dorm,Magnificent_Beast,24428344,28 May 2020,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,0,1,0,8,0,64
Sweet Love,Dragonlytherin,24428359,28 May 2020,Not Rated,M/M,Underage,Complete Work,Español,"23,329",5,0,15,2,448
catastrophic,cocoartist,24428557,28 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"2,620",1,8,102,15,1223
Quite Enough,zephsomething,24428788,28 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,818,1,4,18,0,385
The Pharaoh and the Magic of the North,MaatkareOfEgypt,24428794,22 Apr 2021,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"103,393",58,14,28,2,963
Harry Potter and the Chambers of Slytherin.,Saugustine,24428812,22 Apr 2022,Teen And Up Audiences,Gen,Graphic Depictions Of Violence,Work in Progress,English,"34,089",18,32,114,27,2761
Маг по соседству,jsMirage,24429109,28 May 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,Русский,"11,487",7,2,5,1,206
Dirty Waters,xfandomwritingsx,24429346,28 May 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,527,1,1,60,3,1194
Little Rendezvous,moony_julymoonlight,24429475,28 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"5,886",1,19,325,42,3291
R.E.M,meladorema,24429898,25 Jun 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"22,268",10,14,142,22,3260
Against the Wall with Draco Malfoy,macaparket,24429922,28 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,827,1,2,56,4,3293
Snape x Reader SFW Alphabet,Kintsukuroi97,24430099,28 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,700",1,6,86,5,2181
"cute moments, useless lesbians",Fjodor - Harry Potter (Fjodor),24430210,28 May 2020,General Audiences,F/F,No Archive Warnings Apply,Complete Work,English,"1,980",1,0,226,13,2714
Boys,tornyourdress,24430219,28 May 2020,Teen And Up Audiences,M/M,Underage,Complete Work,English,200,1,0,2,0,51
One Little Kiss,tornyourdress,24430372,28 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,686,1,0,14,0,360
Dancing with Fire,SecretWonderland,24430393,26 Oct 2020,Not Rated,"F/F, M/M",Choose Not To Use Archive Warnings,Complete Work,English,"148,728",25,145,516,63,17329
Burn Your Starry Crown (The So Young Remix),tornyourdress,24430441,28 May 2020,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,224",1,4,56,1,1223
Definitely Not Average,Gloryofluv,24431050,06 Jun 2020,Mature,Multi,Choose Not To Use Archive Warnings,Work in Progress,English,"69,988",27,41,92,39,3817
"Fanart for ""The Endless Expanse of Immortality""",rosaamarilla,24431344,29 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Complete Work,English,28,1,12,116,4,1665
Mr Sandman,prettylittlepetticoats,24431410,29 May 2020,Explicit,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"3,285",1,4,378,48,7170
Of Cold Hands and Snores.,orphan_account,24431488,29 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,304,1,6,51,1,842
Awkward,orphan_account,24431869,29 May 2020,General Audiences,Other,No Archive Warnings Apply,Complete Work,English,224,1,0,26,0,430
Correspondence Course,a_t_rain,24431872,04 Jun 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"17,225",6,26,61,14,822
Luckiest Baby in the World,mfingenius,24431881,29 May 2020,Mature,M/M,No Archive Warnings Apply,Complete Work,English,"18,512",1,163,3905,661,37398
The Standard You Walk Past,lwtminiature,24431884,29 Dec 2020,Mature,M/M,No Archive Warnings Apply,Work in Progress,Português brasileiro,"26,978",8,3,70,8,1505
Hope in a China Teacup,Dumbothepatronus,24431896,29 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,763",1,6,26,2,230
Let Me Make It Better,MaggieMaySheBite,24431929,10 Jun 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,"5,934",3,54,346,58,4158
5 Kisses That Didn’t Feel Right to Sirius Black (And the 1 That Did),PhlamingFeonix,24432064,29 May 2020,Teen And Up Audiences,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,"7,635",1,0,154,8,1920
Lovely,JanePerez (orphan_account),24432271,29 May 2020,Mature,"F/F, F/M, Gen, M/M, Multi, Other","Graphic Depictions Of Violence, Major Character Death, Rape/Non-Con, Underage",Complete Work,English,610,1,0,5,1,1544
divinity,quitethesardonic,24432370,29 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"2,382",1,12,265,33,7877
looks like sin and tastes like tragedy,RUNNFROMTHEAK,24432376,29 May 2020,Explicit,"F/F, M/M",Choose Not To Use Archive Warnings,Complete Work,English,"3,269",1,49,250,30,2774
SI TU ME QUISIERAS...,Orseth,24432853,07 Jun 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,Español,"382,779",118,3,29,2,731
In His Hands,Musyc,24432883,29 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"3,100",1,25,559,74,17102
The Task Left Undone,alicecrow6,24433009,06 Nov 2020,Teen And Up Audiences,"F/F, F/M, M/M",Graphic Depictions Of Violence,Work in Progress,English,"4,011",3,26,255,69,2663
Harry Potter 3 - A Different Perspective,BlueJayBird13,24433054,29 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,261,1,0,0,0,11
After A Battle,hidetheteaspoons,24433291,28 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,268",1,7,108,2,1325
Story Idea/Prompt,Torchwood3,24433378,29 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Complete Work,English,81,1,0,6,0,138
"Violet Potter, Dark Lady",xray75,24433612,10 Aug 2020,Teen And Up Audiences,"F/M, Multi",Graphic Depictions Of Violence,Work in Progress,English,"31,295",21,114,152,39,7135
Gold and Silver Threads,MagMar,24433906,30 May 2020,Teen And Up Audiences,"F/M, Gen, M/M","Graphic Depictions Of Violence, No Archive Warnings Apply",Work in Progress,English,"3,484",4,4,31,6,694
Salt or Sugar,The_Katanna_Twins,24433936,29 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"5,554",1,1,16,3,196
Empty Rooms,gunmetal_ring,24433939,29 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"3,629",1,2,14,2,299
Meeting the Family,LuxLouise,24434005,29 May 2020,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,999,1,31,78,3,1284
Frog Towne,djinthehouse,24434563,13 Sep 2021,Explicit,"F/F, F/M, M/M, Multi","Graphic Depictions Of Violence, Major Character Death, Rape/Non-Con, Underage",Work in Progress,English,"15,182",3,12,289,52,5890
Blond Brew,MicheleBlack,24434752,07 Jul 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"30,513",10,108,440,91,6767
False Prophet,misoriri,24435202,29 May 2020,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,643,1,11,365,29,2249
Time Has No Mercy,NovaDearest,24435355,02 Jun 2020,Teen And Up Audiences,No category,Choose Not To Use Archive Warnings,Work in Progress,English,"2,736",2,5,71,14,1230
Everyone Has Scars,FaeOrabel,24435865,29 May 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,"1,500",1,10,18,0,258
It Was An Accident,motherofmercury,24435928,23 Jun 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"1,617",1,21,115,8,1574
Coming of Age,SamSan,24436669,26 Sep 2021,Not Rated,"F/M, M/M","Choose Not To Use Archive Warnings, Graphic Depictions Of Violence",Complete Work,English,"31,970",18,16,62,8,3280
Pomegranates,orphan_account,24437104,01 Jun 2020,Explicit,F/M,Underage,Work in Progress,English,"8,934",2,17,166,41,3102
The heart of a lioness,marlo_zart,24437131,29 May 2020,Teen And Up Audiences,"F/F, F/M","Graphic Depictions Of Violence, Major Character Death",Complete Work,English,"1,972",1,2,24,6,288
Lord Voldemort and the Demon Emelem,SilverShroud,24437161,29 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,891",1,9,44,2,257
Mudbloods,Anonymous,24437236,29 May 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,464",1,0,4,1,97
House and Heart,Mersheeple,24437344,29 May 2020,General Audiences,"F/F, F/M",No Archive Warnings Apply,Complete Work,English,"1,474",1,18,52,4,527
Queen Bee,mxstyassasxin,24437494,29 May 2020,Mature,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,"1,023",1,1,14,1,222
Loving You,Ivy_Sylph,24437797,29 May 2020,General Audiences,M/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,Tiếng Việt,"1,131",1,0,15,1,215
Petrichor,Faratiano,24437896,23 Jul 2020,Teen And Up Audiences,Multi,Choose Not To Use Archive Warnings,Work in Progress,English,912,5,8,21,0,350
Home of Siri & Haydens Chaotic Hellspawns,Weird_bakuhoe_multishiper,24438214,02 Jun 2020,Not Rated,M/M,Major Character Death,Work in Progress,English,"1,644",2,1,3,0,38
Sanctuary,CyborgSquirrel,24438490,11 May 2022,Explicit,"M/M, F/M",Graphic Depictions Of Violence,Work in Progress,English,"532,713",79,2798,1179,272,56376
Ответ на невысказанные вопросы,jsMirage,24438736,29 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,Русский,"3,109",1,8,36,2,254
Большой паук,jsMirage,24438763,29 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,Русский,952,1,0,7,0,93
Je Suis Comme Toi,DeutschesMaedchen,24438805,29 May 2020,Teen And Up Audiences,Multi,No Archive Warnings Apply,Complete Work,Русский,"22,728",1,1,11,1,396
Trials of a Pure Blood Witch -Sirius Black,SunshineMagic35,24438844,02 Sep 2020,Not Rated,Multi,No Archive Warnings Apply,Work in Progress,English,"5,687",3,2,14,10,271
Девочка на войне,Elga,24438922,29 May 2020,Teen And Up Audiences,F/M,Underage,Complete Work,Русский,"3,462",1,0,27,1,469
